Node_ID,Normalized_Trust_Score,Normalized_Engagement_Score
0.0,0.09661835748792269,0.009550975563438173
1.0,2.8985507246376807,6.41679772013434
2.0,0.33816425120772947,3.0840781296355417
3.0,0.09661835748792269,0.009292841088750652
4.0,0.12077294685990336,4.321075088959991
5.0,2.9951690821256034,6.008333211310533
6.0,4.879227053140096,6.5568541304111205
7.0,0.6763285024154589,4.012201142326006
8.0,3.0676328502415453,6.626397328977377
9.0,1.3043478260869568,5.319720885960862
10.0,3.8888888888888884,6.491973353034154
11.0,1.6183574879227052,5.577352550020573
12.0,1.5217391304347825,5.439390998042997
13.0,3.0676328502415457,7.19821121432483
14.0,3.8888888888888884,7.077529947460936
15.0,1.6666666666666665,6.144810682082385
16.0,3.091787439613526,5.525976603205629
17.0,1.6908212560386475,5.039771905090441
18.0,3.1400966183574877,5.0513548344455925
19.0,1.4492753623188406,4.945311324028681
20.0,4.516908212560386,5.7256343958927625
21.0,1.3768115942028984,4.623172643007704
22.0,0.4830917874396134,7.888311672008077
23.0,3.7922705314009657,6.62116528846548
24.0,3.2850241545893715,7.1769755601636716
25.0,2.9468599033816423,4.6654811792224535
26.0,2.463768115942029,6.392216041951653
27.0,6.642512077294685,6.548874680352459
28.0,5.0724637681159415,6.6088502416446815
29.0,5.483091787439614,6.0083435287376865
30.0,0.38647342995169076,1.3815954048363377
31.0,0.48309178743961356,4.446660332103212
32.0,0.19323671497584538,0.018585682177501305
33.0,0.14492753623188406,4.276940285244657
34.0,1.6425120772946857,5.365071576899055
35.0,3.5507246376811588,5.393883162432687
36.0,0.8937198067632849,3.4621459017271423
37.0,1.4975845410628017,4.275404731547517
38.0,4.420289855072463,7.9506327009138795
39.0,5.2898550724637685,6.8415355333339365
40.0,1.328502415458937,5.04627572979495
41.0,2.8260869565217392,6.5588592960224075
42.0,1.3526570048309179,4.405930169668515
43.0,8.381642512077294,7.192980344488344
44.0,5.338164251207728,6.496746784314443
45.0,1.0628019323671496,4.402521168034488
46.0,0.19323671497584538,0.018585682177501305
47.0,3.840579710144927,5.739025724040559
48.0,3.7922705314009657,7.3203469506235885
49.0,1.2077294685990336,5.572023571643937
50.0,4.999999999999999,6.766384943395715
51.0,1.2318840579710144,4.59231582276663
52.0,0.6521739130434782,3.974962265013745
53.0,1.6183574879227052,4.24284295205966
54.0,2.6328502415458934,5.938864706994262
55.0,0.0,0.0
56.0,0.12077294685990336,5.1083175956312425
57.0,1.8599033816425121,5.240011470999775
58.0,0.19323671497584538,0.018585682177501305
59.0,3.840579710144927,5.224007052473124
60.0,2.8502415458937196,6.351458044149981
61.0,2.2463768115942027,4.895225706795997
62.0,5.483091787439614,6.3095546377147835
63.0,0.19323671497584538,1.2897849056415602
64.0,1.6666666666666667,5.276609956031147
65.0,0.19323671497584538,0.01832754770281379
66.0,3.5748792270531395,6.08732604949225
67.0,3.840579710144927,5.586899214643732
68.0,3.115942028985507,6.547343577136354
69.0,6.425120772946859,7.030175758890302
70.0,0.0,0.00025813447468751806
71.0,0.16908212560386474,2.0785424323573483
72.0,4.154589371980676,5.988921521640256
73.0,7.053140096618357,7.299215342353456
74.0,2.0048309178743957,5.078509347890066
75.0,2.6328502415458934,4.702819905449871
76.0,1.256038647342995,4.741680437245389
77.0,7.3429951690821245,6.581525737233223
78.0,3.2850241545893715,5.391581534863809
79.0,4.492753623188404,6.071115488238065
