Source Node,Target Node,Edge Rate,Timestamp,ID
112,191,0.0,10,81
112,22,0.0,10,82
112,26,0.052162,10,83
112,292,0.0,10,84
112,362,0.051991,10,85
112,434,0.0,10,86
112,477,0.065028,10,87
114,121,0.0,10,88
114,153,0.0,10,89
114,260,0.180449,10,90
114,314,0.082082,10,91
114,354,0.0,10,92
114,388,0.061254,10,93
114,491,0.0,10,94
115,170,0.051709,10,95
115,244,0.058479,10,96
115,265,0.0,10,97
115,380,0.051695,10,98
115,40,0.0,10,99
115,43,0.054934,10,100
116,122,0.121815,10,101
116,144,0.0,10,102
116,184,0.0,10,103
116,243,0.060284,10,104
116,291,0.0,10,105
116,379,0.08903,10,106
116,423,0.065032,10,107
116,435,0.170679,10,108
116,78,0.080458,10,109
117,10,0.0,10,110
117,105,0.0,10,111
117,109,0.235278,10,112
117,153,0.0,10,113
117,17,0.0,10,114
117,195,0.0,10,115
117,229,0.0,10,116
117,260,0.0,10,117
117,281,0.0,10,118
117,320,0.0,10,119
117,33,0.123747,10,120
117,85,0.0,10,121
117,89,0.184742,10,122
12,65,0.0,10,123
120,255,0.13466,10,124
120,320,0.0,10,125
120,363,0.286416,10,126
120,406,0.099472,10,127
120,421,0.0,10,128
120,484,0.0,10,129
121,17,0.0,10,130
121,377,0.086314,10,131
121,480,0.085208,10,132
122,121,0.0,10,133
122,147,0.071772,10,134
122,173,0.0,10,135
122,250,0.104726,10,136
122,415,0.0,10,137
122,434,0.0,10,138
122,71,0.0,10,139
122,72,0.0,10,140
123,169,0.054703,10,141
123,359,0.07317,10,142
123,495,0.071811,10,143
124,316,0.106315,10,144
125,153,0.0,10,145
125,265,0.0,10,146
125,297,0.120541,10,147
125,384,0.060475,10,148
125,40,0.0,10,149
125,413,0.052669,10,150
125,467,0.0,10,151
125,489,0.0,10,152
126,280,0.0,10,153
126,294,0.211929,10,154
126,300,0.148122,10,155
126,309,0.0,10,156
126,363,0.0,10,157
126,438,0.0,10,158
126,454,0.0,10,159
126,484,0.0,10,160
126,486,0.0886,10,161
126,72,0.0,10,162
127,156,0.110983,10,163
127,210,0.117963,10,164
127,280,0.0,10,165
127,287,0.0,10,166
127,335,0.0,10,167
127,354,0.155272,10,168
127,363,0.0,10,169
127,471,0.0,10,170
13,155,0.0,10,171
13,200,0.051549,10,172
13,321,0.0,10,173
131,171,0.080446,10,174
131,418,0.0,10,175
131,419,0.053334,10,176
131,454,0.0,10,177
133,109,0.072908,10,178
133,344,0.0,10,179
133,353,0.0,10,180
133,358,0.0,10,181
133,77,0.163121,10,182
134,120,0.0,10,183
134,131,0.068287,10,184
134,154,0.063105,10,185
134,196,0.123152,10,186
134,237,0.0,10,187
134,306,0.13937,10,188
134,321,0.0,10,189
134,326,0.078365,10,190
134,419,0.0,10,191
134,435,0.0,10,192
134,454,0.0,10,193
134,58,0.0,10,194
136,109,0.0,10,195
136,138,0.23196,10,196
136,170,0.069496,10,197
136,335,0.0,10,198
136,434,0.053312,10,199
136,5,0.059587,10,200
137,216,0.06796,10,201
137,281,0.061854,10,202
137,36,0.084674,10,203
138,170,0.170264,10,204
138,182,0.088142,10,205
138,214,0.0,10,206
138,287,0.0,10,207
138,335,0.0,10,208
138,434,0.179389,10,209
138,5,0.107422,10,210
140,117,0.0,10,211
140,15,0.088931,10,212
140,157,0.0,10,213
140,181,0.052972,10,214
140,221,0.0,10,215
140,236,0.08181,10,216
140,280,0.0,10,217
140,286,0.059594,10,218
140,287,0.0,10,219
140,29,0.0,10,220
140,298,0.0,10,221
140,301,0.070379,10,222
140,365,0.063885,10,223
140,383,0.069804,10,224
140,389,0.053727,10,225
140,431,0.0,10,226
140,484,0.088455,10,227
140,495,0.054967,10,228
140,95,0.0,10,229
141,0,0.0,10,230
141,115,0.0,10,231
141,173,0.167116,10,232
141,230,0.0,10,233
141,233,0.07208,10,234
141,241,0.0,10,235
141,265,0.0,10,236
141,312,0.072699,10,237
141,380,0.0,10,238
141,473,0.0,10,239
143,121,0.05899,10,240
143,245,0.0,10,241
143,377,0.0,10,242
143,459,0.088852,10,243
143,91,0.054998,10,244
144,167,0.055102,10,245
144,374,0.0,10,246
144,439,0.086223,10,247
144,441,0.079336,10,248
145,157,0.075776,10,249
145,187,0.123963,10,250
145,209,0.180092,10,251
145,473,0.0,10,252
146,10,0.0,10,253
146,108,0.0,10,254
146,145,0.0,10,255
146,149,0.0,10,256
146,180,0.0,10,257
146,187,0.0,10,258
146,213,0.0,10,259
146,216,0.063841,10,260
146,223,0.0,10,261
146,238,0.119372,10,262
146,282,0.183525,10,263
146,287,0.0,10,264
146,301,0.059977,10,265
146,303,0.0,10,266
146,328,0.0,10,267
146,335,0.0,10,268
146,380,0.0,10,269
146,414,0.10567,10,270
146,422,0.05245,10,271
146,474,0.0,10,272
146,478,0.0,10,273
146,79,0.068019,10,274
147,237,0.0,10,275
147,276,0.0,10,276
147,390,0.0,10,277
147,434,0.197155,10,278
147,71,0.0,10,279
147,72,0.0,10,280
148,0,0.120385,10,281
148,116,0.0,10,282
148,173,0.0,10,283
148,229,0.0,10,284
148,24,0.0,10,285
148,256,0.062562,10,286
148,278,0.0,10,287
148,36,0.205329,10,288
148,474,0.0,10,289
148,60,0.0,10,290
148,78,0.0,10,291
149,145,0.0,10,292
149,187,0.0,10,293
149,213,0.0,10,294
149,216,0.056209,10,295
149,23,0.075491,10,296
149,281,0.0,10,297
149,282,0.052475,10,298
149,287,0.055411,10,299
149,414,0.059116,10,300
149,474,0.054508,10,301
149,50,0.054162,10,302
15,140,0.0,10,303
15,157,0.0,10,304
15,210,0.0,10,305
15,221,0.090591,10,306
15,287,0.0,10,307
15,301,0.0,10,308
15,353,0.127799,10,309
15,389,0.163451,10,310
15,421,0.0,10,311
15,95,0.0,10,312
151,134,0.257345,10,313
151,196,0.085966,10,314
151,237,0.0,10,315
151,306,0.147529,10,316
151,321,0.0,10,317
151,326,0.172628,10,318
151,390,0.097568,10,319
151,419,0.0,10,320
151,435,0.0,10,321
151,454,0.0,10,322
151,58,0.0,10,323
151,71,0.0,10,324
151,84,0.0,10,325
153,0,0.0,10,326
153,116,0.0,10,327
153,121,0.0,10,328
153,122,0.0,10,329
153,148,0.16704,10,330
153,384,0.0,10,331
153,481,0.0,10,332
153,491,0.073787,10,333
153,78,0.0,10,334
153,97,0.069074,10,335
154,131,0.0,10,336
155,223,0.0,10,337
155,250,0.0,10,338
155,305,0.0,10,339
155,380,0.0,10,340
155,40,0.0,10,341
155,408,0.116618,10,342
155,416,0.0,10,343
155,479,0.109715,10,344
155,72,0.0,10,345
156,127,0.0,10,346
156,136,0.223424,10,347
156,210,0.10393,10,348
156,280,0.0,10,349
156,335,0.0,10,350
156,354,0.0,10,351
156,471,0.075124,10,352
156,5,0.235348,10,353
156,7,0.052311,10,354
157,156,0.054542,10,355
157,187,0.0,10,356
157,210,0.0,10,357
157,285,0.063786,10,358
157,335,0.0,10,359
157,353,0.0,10,360
157,354,0.0,10,361
157,473,0.212063,10,362
157,5,0.0,10,363
158,187,0.105399,10,364
158,335,0.0,10,365
158,386,0.0,10,366
158,443,0.152702,10,367
158,450,0.0,10,368
161,102,0.0,10,369
161,145,0.0,10,370
161,163,0.0,10,371
161,224,0.065214,10,372
161,250,0.0,10,373
161,453,0.0,10,374
161,479,0.0,10,375
161,483,0.0,10,376
163,102,0.0,10,377
163,13,0.0,10,378
163,307,0.0,10,379
163,387,0.0,10,380
163,408,0.0,10,381
163,479,0.0,10,382
164,195,0.0,10,383
164,201,0.0,10,384
164,209,0.062447,10,385
164,235,0.058532,10,386
164,316,0.0,10,387
164,352,0.055463,10,388
164,370,0.055661,10,389
164,406,0.0,10,390
164,425,0.054252,10,391
164,81,0.0,10,392
164,9,0.086989,10,393
166,124,0.0,10,394
166,125,0.0,10,395
166,136,0.053188,10,396
166,170,0.0,10,397
166,181,0.0,10,398
166,189,0.059089,10,399
166,230,0.0,10,400
166,298,0.0,10,401
166,431,0.0,10,402
166,454,0.0,10,403
166,484,0.0,10,404
166,5,0.0,10,405
167,140,0.09378,10,406
167,15,0.113288,10,407
167,254,0.0,10,408
167,286,0.076351,10,409
167,29,0.070826,10,410
167,301,0.0,10,411
167,326,0.0,10,412
167,383,0.0,10,413
167,389,0.085198,10,414
167,414,0.176885,10,415
167,421,0.0,10,416
167,484,0.0,10,417
169,108,0.0,10,418
169,117,0.052186,10,419
169,171,0.120119,10,420
169,173,0.0,10,421
169,189,0.107903,10,422
169,195,0.0,10,423
169,229,0.084277,10,424
169,360,0.0,10,425
169,365,0.064576,10,426
169,45,0.103778,10,427
169,486,0.097126,10,428
169,72,0.0,10,429
17,107,0.108256,10,430
17,313,0.0,10,431
17,335,0.0,10,432
17,370,0.153398,10,433
17,415,0.0,10,434
17,445,0.06219,10,435
170,173,0.0,10,436
170,182,0.258739,10,437
170,214,0.0,10,438
170,283,0.061422,10,439
170,313,0.0,10,440
170,380,0.0,10,441
170,478,0.0,10,442
170,62,0.0,10,443
170,71,0.108798,10,444
171,108,0.0,10,445
171,120,0.058295,10,446
171,173,0.213907,10,447
171,233,0.051157,10,448
171,250,0.0,10,449
171,280,0.0,10,450
171,419,0.0,10,451
171,435,0.0,10,452
172,108,0.0,10,453
172,19,0.0,10,454
172,237,0.0,10,455
172,335,0.0,10,456
172,354,0.0,10,457
172,380,0.0,10,458
172,45,0.056805,10,459
172,47,0.08765,10,460
172,84,0.0,10,461
172,87,0.066601,10,462
172,99,0.094311,10,463
173,0,0.0,10,464
173,10,0.0,10,465
173,108,0.0,10,466
173,230,0.0,10,467
173,233,0.36656,10,468
173,235,0.0,10,469
173,241,0.0,10,470
173,257,0.0,10,471
173,280,0.0,10,472
173,320,0.0,10,473
173,321,0.117143,10,474
173,45,0.0,10,475
173,473,0.186863,10,476
173,483,0.090824,10,477
174,136,0.0,10,478
174,179,0.06602,10,479
174,216,0.057346,10,480
174,22,0.052671,10,481
174,248,0.101353,10,482
174,36,0.0,10,483
174,390,0.0,10,484
174,424,0.060723,10,485
174,434,0.0,10,486
174,480,0.0,10,487
174,491,0.0,10,488
174,5,0.0,10,489
174,71,0.0,10,490
175,153,0.0,10,491
175,173,0.084424,10,492
175,235,0.105609,10,493
175,257,0.0,10,494
175,280,0.0,10,495
175,286,0.248677,10,496
175,3,0.0,10,497
175,321,0.0,10,498
175,33,0.095915,10,499
175,473,0.0,10,500
178,10,0.0,10,501
178,146,0.0,10,502
178,478,0.220403,10,503
178,71,0.0,10,504
179,224,0.097919,10,505
179,249,0.050785,10,506
179,290,0.0,10,507
179,295,0.104142,10,508
179,335,0.0,10,509
179,442,0.096123,10,510
179,486,0.0,10,511
18,103,0.054738,10,512
18,182,0.0,10,513
18,195,0.0,10,514
18,201,0.0,10,515
18,220,0.125553,10,516
18,223,0.0,10,517
18,224,0.0,10,518
18,242,0.086084,10,519
18,283,0.0,10,520
18,31,0.158618,10,521
18,316,0.0,10,522
18,330,0.0,10,523
18,370,0.0,10,524
18,81,0.0,10,525
180,108,0.096326,10,526
180,146,0.0,10,527
180,187,0.0,10,528
180,464,0.199712,10,529
180,53,0.0,10,530
181,114,0.055334,10,531
181,124,0.0,10,532
181,125,0.0,10,533
181,136,0.0,10,534
181,189,0.054836,10,535
181,298,0.0,10,536
181,74,0.066669,10,537
181,89,0.053492,10,538
182,178,0.09854,10,539
182,214,0.120555,10,540
182,283,0.179212,10,541
182,368,0.115686,10,542
182,380,0.0,10,543
182,478,0.0,10,544
182,62,0.050174,10,545
182,71,0.198432,10,546
183,10,0.0,10,547
183,108,0.0,10,548
183,146,0.060195,10,549
183,178,0.16068,10,550
183,213,0.139886,10,551
183,229,0.0,10,552
183,282,0.059104,10,553
183,287,0.0,10,554
183,303,0.0,10,555
183,335,0.0,10,556
183,422,0.146644,10,557
183,478,0.071735,10,558
184,243,0.0,10,559
184,62,0.13339,10,560
186,126,0.083458,10,561
186,217,0.100912,10,562
186,218,0.119151,10,563
186,70,0.058106,10,564
187,169,0.0,10,565
187,220,0.053164,10,566
187,24,0.0,10,567
187,335,0.0,10,568
187,424,0.0,10,569
187,45,0.0,10,570
187,450,0.0,10,571
189,108,0.0,10,572
189,109,0.0,10,573
189,136,0.09316,10,574
189,138,0.0,10,575
189,286,0.055826,10,576
189,354,0.078033,10,577
189,388,0.058236,10,578
189,484,0.0,10,579
189,491,0.069846,10,580
189,70,0.060687,10,581
189,74,0.0,10,582
189,89,0.071874,10,583
189,97,0.051404,10,584
19,109,0.0,10,585
19,230,0.0,10,586
19,265,0.0,10,587
19,312,0.082958,10,588
19,335,0.0,10,589
19,405,0.146702,10,590
19,406,0.229651,10,591
19,45,0.0,10,592
19,47,0.0,10,593
19,53,0.057912,10,594
19,90,0.192437,10,595
190,126,0.08004,10,596
190,186,0.172861,10,597
190,217,0.097494,10,598
190,218,0.116222,10,599
190,347,0.0,10,600
190,424,0.0,10,601
190,434,0.0,10,602
190,70,0.054444,10,603
190,87,0.0,10,604
191,148,0.0,10,605
191,193,0.068521,10,606
191,22,0.057774,10,607
191,224,0.052008,10,608
191,259,0.0,10,609
191,34,0.054824,10,610
191,349,0.050208,10,611
191,35,0.0,10,612
191,434,0.0,10,613
191,483,0.059401,10,614
191,58,0.0,10,615
192,268,0.062638,10,616
193,111,0.0,10,617
193,122,0.053298,10,618
193,13,0.0,10,619
193,161,0.05132,10,620
193,163,0.0,10,621
193,224,0.062618,10,622
193,483,0.0,10,623
194,237,0.0,10,624
194,415,0.06163,10,625
194,416,0.0,10,626
194,486,0.20717,10,627
194,71,0.0,10,628
195,105,0.0,10,629
195,108,0.0,10,630
195,171,0.066564,10,631
195,72,0.0,10,632
195,81,0.0,10,633
195,84,0.0,10,634
196,120,0.0,10,635
196,131,0.0,10,636
196,154,0.139414,10,637
196,237,0.0,10,638
196,306,0.069246,10,639
196,321,0.0,10,640
196,326,0.0,10,641
196,363,0.0,10,642
196,435,0.0,10,643
196,454,0.079279,10,644
196,58,0.0,10,645
197,108,0.0,10,646
197,180,0.0,10,647
197,252,0.0,10,648
197,353,0.0,10,649
197,393,0.0,10,650
197,461,0.203235,10,651
198,123,0.0,10,652
198,461,0.072678,10,653
198,503,0.173227,10,654
200,129,0.0,10,655
200,182,0.0,10,656
200,223,0.059717,10,657
200,283,0.0,10,658
200,330,0.073045,10,659
200,335,0.0,10,660
200,450,0.080843,10,661
200,451,0.0,10,662
201,240,0.160286,10,663
201,248,0.119866,10,664
201,320,0.0,10,665
201,484,0.0553,10,666
201,72,0.056035,10,667
202,32,0.071728,10,668
202,347,0.062238,10,669
203,108,0.0,10,670
203,17,0.0,10,671
203,497,0.0,10,672
207,105,0.0,10,673
207,116,0.121646,10,674
207,121,0.0,10,675
207,122,0.0,10,676
207,243,0.0,10,677
207,303,0.0,10,678
207,358,0.0,10,679
207,374,0.0,10,680
207,379,0.16588,10,681
207,382,0.173122,10,682
207,78,0.169525,10,683
208,248,0.108502,10,684
208,33,0.0,10,685
208,449,0.063228,10,686
208,459,0.082351,10,687
208,474,0.065829,10,688
209,157,0.0,10,689
209,18,0.251458,10,690
209,195,0.0,10,691
209,201,0.0,10,692
209,220,0.069172,10,693
209,223,0.0,10,694
209,235,0.0,10,695
209,31,0.084455,10,696
209,316,0.0,10,697
209,330,0.0,10,698
209,370,0.0,10,699
209,81,0.0,10,700
210,127,0.053972,10,701
210,151,0.0,10,702
210,243,0.227492,10,703
210,244,0.059313,10,704
210,335,0.0,10,705
210,354,0.0,10,706
213,10,0.0,10,707
213,108,0.0,10,708
213,138,0.0,10,709
213,145,0.0,10,710
213,146,0.066156,10,711
213,178,0.076342,10,712
213,180,0.139516,10,713
213,182,0.0,10,714
213,187,0.0,10,715
213,238,0.07442,10,716
213,282,0.057345,10,717
213,301,0.077236,10,718
213,302,0.057811,10,719
213,354,0.0,10,720
213,464,0.101413,10,721
213,478,0.083188,10,722
213,79,0.068974,10,723
214,173,0.0,10,724
214,178,0.146383,10,725
214,194,0.096951,10,726
214,254,0.069194,10,727
214,348,0.0,10,728
214,380,0.0,10,729
214,415,0.0,10,730
214,421,0.111888,10,731
214,478,0.0,10,732
214,486,0.0,10,733
214,71,0.0,10,734
215,105,0.073361,10,735
215,125,0.071334,10,736
215,210,0.06012,10,737
215,41,0.071585,10,738
215,418,0.073759,10,739
215,452,0.060321,10,740
215,467,0.052167,10,741
216,134,0.084809,10,742
216,151,0.182316,10,743
216,237,0.147709,10,744
216,281,0.0,10,745
216,326,0.07401,10,746
216,390,0.0,10,747
216,454,0.0,10,748
216,58,0.0,10,749
216,71,0.0,10,750
217,126,0.075604,10,751
217,70,0.069165,10,752
218,216,0.0,10,753
218,237,0.0,10,754
218,300,0.0,10,755
218,424,0.150364,10,756
218,434,0.0,10,757
218,454,0.0,10,758
218,491,0.085578,10,759
218,70,0.137793,10,760
22,122,0.15898,10,761
22,147,0.10048,10,762
22,173,0.0,10,763
22,237,0.0,10,764
22,250,0.070183,10,765
22,276,0.119407,10,766
22,305,0.07102,10,767
22,390,0.0,10,768
22,425,0.0,10,769
22,58,0.086763,10,770
22,71,0.0,10,771
22,72,0.0,10,772
220,182,0.0,10,773
220,200,0.062339,10,774
220,223,0.0,10,775
220,224,0.076275,10,776
220,242,0.0,10,777
220,283,0.0,10,778
220,31,0.085448,10,779
220,330,0.0,10,780
220,451,0.0,10,781
221,111,0.0,10,782
221,157,0.120589,10,783
221,210,0.0,10,784
221,260,0.0,10,785
221,335,0.0,10,786
221,353,0.0,10,787
221,354,0.0,10,788
221,478,0.0,10,789
223,201,0.0,10,790
223,353,0.0,10,791
223,369,0.220525,10,792
223,372,0.0,10,793
223,383,0.0,10,794
223,451,0.0,10,795
223,478,0.0,10,796
224,105,0.0,10,797
224,200,0.0,10,798
224,283,0.0,10,799
224,291,0.0,10,800
224,330,0.0,10,801
224,335,0.0,10,802
224,451,0.0,10,803
224,480,0.117044,10,804
226,455,0.147617,10,805
226,487,0.111953,10,806
229,121,0.0,10,807
229,153,0.0,10,808
229,173,0.0,10,809
229,175,0.294114,10,810
229,235,0.0,10,811
229,257,0.0,10,812
229,280,0.0,10,813
229,286,0.14527,10,814
229,299,0.0,10,815
23,216,0.056614,10,816
23,275,0.0,10,817
23,287,0.057187,10,818
23,291,0.0,10,819
23,369,0.0,10,820
23,474,0.057158,10,821
23,50,0.188708,10,822
23,86,0.0,10,823
230,172,0.172926,10,824
230,237,0.0,10,825
230,312,0.08132,10,826
230,335,0.0,10,827
230,353,0.0,10,828
230,354,0.086426,10,829
230,380,0.0,10,830
230,47,0.058174,10,831
230,84,0.0,10,832
230,99,0.118513,10,833
233,0,0.0,10,834
233,19,0.112053,10,835
233,230,0.0,10,836
233,241,0.186457,10,837
233,250,0.0,10,838
233,265,0.057764,10,839
233,280,0.0,10,840
233,312,0.083625,10,841
233,32,0.094539,10,842
233,320,0.0,10,843
233,321,0.261222,10,844
233,354,0.0,10,845
233,406,0.058245,10,846
233,45,0.0,10,847
233,471,0.0,10,848
233,483,0.184032,10,849
234,108,0.116343,10,850
234,173,0.0,10,851
234,19,0.0,10,852
234,266,0.0,10,853
234,305,0.0,10,854
234,34,0.165942,10,855
234,354,0.0,10,856
234,358,0.0,10,857
234,386,0.123243,10,858
234,388,0.095872,10,859
234,452,0.0,10,860
234,60,0.057905,10,861
234,84,0.0,10,862
235,108,0.0,10,863
235,195,0.0,10,864
235,286,0.060019,10,865
235,299,0.0,10,866
235,3,0.0,10,867
235,316,0.0,10,868
235,354,0.0,10,869
235,374,0.0,10,870
235,438,0.0,10,871
236,109,0.0,10,872
236,117,0.068138,10,873
236,136,0.0,10,874
236,166,0.067801,10,875
236,181,0.117033,10,876
236,189,0.062905,10,877
236,230,0.0,10,878
236,298,0.0,10,879
236,429,0.106531,10,880
236,484,0.0,10,881
236,74,0.05086,10,882
237,151,0.0,10,883
237,305,0.077349,10,884
237,33,0.0,10,885
237,335,0.0,10,886
237,353,0.0,10,887
237,380,0.0,10,888
237,406,0.0,10,889
237,478,0.0,10,890
238,10,0.0,10,891
238,145,0.062311,10,892
238,187,0.0,10,893
238,223,0.0,10,894
238,303,0.069454,10,895
238,380,0.0,10,896
238,79,0.100131,10,897
24,179,0.156512,10,898
24,237,0.0,10,899
24,249,0.0,10,900
24,295,0.0,10,901
24,415,0.0,10,902
24,442,0.081573,10,903
24,474,0.067413,10,904
24,486,0.0,10,905
240,182,0.0,10,906
240,248,0.133952,10,907
240,320,0.0,10,908
240,363,0.0,10,909
240,478,0.0,10,910
240,72,0.0,10,911
241,0,0.064042,10,912
241,115,0.075255,10,913
241,19,0.067576,10,914
241,250,0.062283,10,915
241,265,0.05316,10,916
241,32,0.114504,10,917
241,354,0.0,10,918
241,384,0.107776,10,919
241,40,0.054078,10,920
241,45,0.0,10,921
241,473,0.052908,10,922
241,483,0.0,10,923
242,182,0.0,10,924
242,195,0.054235,10,925
242,198,0.0,10,926
242,220,0.050246,10,927
242,224,0.0,10,928
242,283,0.0,10,929
242,31,0.0,10,930
242,316,0.0,10,931
242,345,0.0,10,932
242,352,0.08154,10,933
242,480,0.0,10,934
242,510,0.056386,10,935
242,81,0.067378,10,936
243,151,0.0,10,937
243,216,0.0,10,938
243,244,0.236772,10,939
243,287,0.0,10,940
243,29,0.080373,10,941
243,437,0.0,10,942
244,151,0.0,10,943
244,216,0.0,10,944
244,265,0.0,10,945
244,287,0.0,10,946
244,29,0.0,10,947
244,41,0.0,10,948
244,437,0.0,10,949
244,478,0.0,10,950
244,78,0.0,10,951
245,109,0.0,10,952
245,133,0.0,10,953
245,217,0.0,10,954
245,34,0.063704,10,955
245,404,0.057981,10,956
248,155,0.0,10,957
248,320,0.0,10,958
248,363,0.0,10,959
248,390,0.0,10,960
248,459,0.0,10,961
248,72,0.1105,10,962
250,103,0.0,10,963
250,111,0.0,10,964
250,117,0.051143,10,965
250,173,0.0,10,966
250,221,0.08033,10,967
250,289,0.0,10,968
250,305,0.0,10,969
250,320,0.064087,10,970
250,370,0.0,10,971
250,378,0.100669,10,972
250,60,0.0,10,973
250,84,0.0,10,974
252,167,0.101322,10,975
252,201,0.0,10,976
252,223,0.153964,10,977
252,254,0.25738,10,978
252,301,0.0,10,979
252,358,0.0,10,980
252,383,0.0,10,981
252,421,0.076967,10,982
252,473,0.0,10,983
252,484,0.126077,10,984
253,202,0.082364,10,985
253,216,0.05055,10,986
253,281,0.0,10,987
253,32,0.092858,10,988
253,347,0.114647,10,989
253,448,0.062213,10,990
253,473,0.0,10,991
253,96,0.13961,10,992
254,201,0.0,10,993
254,223,0.059661,10,994
254,250,0.0,10,995
254,273,0.0,10,996
254,285,0.0,10,997
254,383,0.0,10,998
254,421,0.194273,10,999
254,484,0.0,10,1000
255,10,0.0,10,1001
255,136,0.0,10,1002
255,167,0.0,10,1003
255,201,0.0,10,1004
255,223,0.069221,10,1005
255,250,0.0,10,1006
255,252,0.207538,10,1007
255,254,0.08518,10,1008
255,353,0.0,10,1009
255,383,0.0,10,1010
255,406,0.104935,10,1011
255,421,0.0,10,1012
255,484,0.0,10,1013
255,53,0.083221,10,1014
256,105,0.0,10,1015
256,153,0.0,10,1016
256,216,0.0,10,1017
256,260,0.0,10,1018
256,290,0.137307,10,1019
256,60,0.147376,10,1020
257,109,0.085436,10,1021
257,153,0.0,10,1022
257,173,0.054849,10,1023
257,229,0.060395,10,1024
257,33,0.0,10,1025
257,473,0.0,10,1026
257,71,0.0,10,1027
257,77,0.205735,10,1028
259,163,0.057786,10,1029
259,276,0.050319,10,1030
259,463,0.056232,10,1031
259,58,0.0,10,1032
26,111,0.068328,10,1033
26,112,0.052056,10,1034
26,145,0.056286,10,1035
26,477,0.060154,10,1036
260,105,0.0,10,1037
260,114,0.05756,10,1038
260,215,0.075751,10,1039
260,235,0.074042,10,1040
260,305,0.0,10,1041
260,314,0.0,10,1042
260,386,0.144777,10,1043
260,388,0.202819,10,1044
261,107,0.072767,10,1045
261,173,0.0,10,1046
261,195,0.0,10,1047
261,317,0.0,10,1048
261,329,0.184831,10,1049
261,332,0.102308,10,1050
261,360,0.0,10,1051
261,393,0.067021,10,1052
261,474,0.070878,10,1053
261,495,0.05192,10,1054
261,72,0.0,10,1055
261,97,0.0,10,1056
263,115,0.0,10,1057
263,347,0.050871,10,1058
263,473,0.0,10,1059
263,65,0.0,10,1060
264,123,0.0,10,1061
264,182,0.0,10,1062
264,238,0.050497,10,1063
264,284,0.0,10,1064
264,317,0.0,10,1065
264,437,0.0,10,1066
264,438,0.0,10,1067
264,55,0.0,10,1068
264,88,0.072736,10,1069
265,0,0.0,10,1070
265,121,0.0,10,1071
265,122,0.0,10,1072
265,153,0.0,10,1073
265,19,0.069105,10,1074
265,230,0.0,10,1075
265,312,0.125238,10,1076
265,32,0.082438,10,1077
265,354,0.0,10,1078
265,99,0.0,10,1079
266,289,0.058662,10,1080
266,354,0.0,10,1081
266,396,0.0,10,1082
266,416,0.0,10,1083
266,452,0.0,10,1084
267,108,0.0,10,1085
267,136,0.0,10,1086
267,23,0.0,10,1087
267,327,0.095926,10,1088
267,360,0.062145,10,1089
267,393,0.0,10,1090
267,485,0.0,10,1091
267,7,0.0,10,1092
268,33,0.08283,10,1093
268,333,0.149174,10,1094
268,344,0.0,10,1095
268,353,0.0,10,1096
268,388,0.0,10,1097
268,421,0.101307,10,1098
27,223,0.079809,10,1099
27,372,0.05383,10,1100
27,415,0.122689,10,1101
272,108,0.0,10,1102
272,23,0.0,10,1103
272,267,0.117436,10,1104
272,327,0.094701,10,1105
272,360,0.06092,10,1106
272,393,0.0,10,1107
272,485,0.0,10,1108
273,1,0.21577,10,1109
273,108,0.0,10,1110
273,223,0.0,10,1111
273,230,0.0,10,1112
273,32,0.077241,10,1113
273,335,0.0,10,1114
