0,39,50.000000,0.0,60.000000,0.225230,70.000000,0.0,80.000000,0.0,90.000000,0.0
0,40,10.000000,0.050014,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.083658
0,60,10.000000,0.112511,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.147308,80.000000,0.0,90.000000,0.0
0,72,10.000000,0.0,20.000000,0.060046,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.0
0,78,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.079494,90.000000,0.0
0,148,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.051722
0,153,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.131496,80.000000,0.0,90.000000,0.0
0,173,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.101325,80.000000,0.0,90.000000,0.0
0,207,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.089788,70.000000,0.0,80.000000,0.0,90.000000,0.0
0,256,10.000000,0.205929,20.000000,0.263555,30.000000,0.185221,40.000000,0.202607,50.000000,0.185864,60.000000,0.154584,70.000000,0.095046,80.000000,0.093911,90.000000,0.0
0,278,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.198613,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.071753
0,290,10.000000,0.085759,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.0
0,451,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.065140
0,452,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.058523
1,8,10.000000,0.144331,20.000000,0.183008,30.000000,0.207751,40.000000,0.142892,50.000000,0.169282,60.000000,0.104275,70.000000,0.381948,80.000000,0.067618,90.000000,0.061563
1,32,10.000000,0.115038,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.145747,80.000000,0.058288,90.000000,0.148861
1,87,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.145741,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.0
1,108,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.060832
1,111,10.000000,0.0,20.000000,0.050046,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.0
1,223,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.079295,80.000000,0.0,90.000000,0.0
1,230,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.072402,80.000000,0.0,90.000000,0.323314
1,335,10.000000,0.0,20.000000,0.0,30.000000,0.112139,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.0
1,383,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.0,80.000000,0.0,90.000000,0.060672
1,388,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.0,50.000000,0.0,60.000000,0.0,70.000000,0.060277,80.000000,0.0,90.000000,0.0
1,483,10.000000,0.0,20.000000,0.0,30.000000,0.0,40.000000,0.055071,50.000000,0.0,60.000000,0.061688,70.000000,0.0,80.000000,0.0,90.000000,0.0
