Source Node,Target Node,Edge Rate,Timestamp
0,148,0,40
0,153,0,40
0,173,0,40
0,207,0,40
0,256,0.202607,40
0,278,0,40
0,290,0,40
0,40,0,40
0,451,0,40
0,452,0,40
0,60,0,40
0,72,0,40
0,78,0,40
1,108,0,40
1,111,0,40
1,223,0,40
1,230,0,40
1,32,0,40
1,335,0,40
1,383,0,40
1,388,0,40
1,483,0.055071,40
1,8,0.142892,40
1,87,0,40
10,191,0.633716,40
10,22,0,40
10,281,0,40
10,320,0,40
10,347,0.247951,40
10,392,0.110171,40
10,452,0,40
10,72,0,40
10,75,0,40
100,353,0,40
100,356,0.076605,40
100,448,0.054013,40
100,84,0.116451,40
101,103,1.70168,40
101,109,0,40
101,117,0.118636,40
101,173,0,40
101,229,0,40
101,289,0,40
101,292,0,40
101,58,0,40
102,0,0,40
102,201,0,40
102,237,0,40
102,305,0,40
102,33,0.31004,40
102,368,0.160115,40
102,380,0,40
102,388,0,40
102,39,0,40
102,406,0,40
103,195,0.110389,40
103,256,0,40
103,292,0.283722,40
103,316,0.083544,40
103,359,0,40
103,370,0.069945,40
103,41,0,40
103,81,0,40
104,105,0.118921,40
104,121,0.112026,40
104,185,0.080207,40
104,248,0,40
104,371,0,40
104,377,0,40
105,121,0,40
105,216,0,40
105,281,0,40
105,320,0,40
107,195,0.111906,40
107,235,0,40
107,26,0,40
107,303,0,40
107,305,0,40
107,316,0,40
107,359,0,40
107,415,0.177741,40
107,481,0.177724,40
108,105,0,40
108,167,0,40
108,22,0,40
108,252,0,40
108,254,0,40
108,285,0,40
108,305,0,40
108,353,0,40
108,354,0,40
108,358,0,40
108,437,0,40
108,473,0,40
109,105,0,40
109,108,0,40
109,136,0,40
109,138,0,40
109,195,0,40
109,281,0,40
109,320,0,40
109,344,0,40
109,353,0.072636,40
109,484,0,40
109,489,0,40
109,74,0,40
109,89,0,40
11,123,0,40
11,264,0,40
11,287,0,40
11,399,0,40
11,508,0,40
110,123,0,40
110,143,0.063602,40
110,144,0.077625,40
110,186,0.06989,40
110,233,0,40
110,263,0,40
110,303,0,40
110,343,0,40
110,359,0,40
110,366,0,40
110,455,0,40
110,82,0,40
110,84,0,40
111,108,0,40
111,203,0.134013,40
111,292,0.060398,40
111,438,0,40
111,497,0,40
112,111,0,40
112,121,0.08996,40
112,138,0,40
112,145,0,40
112,169,0,40
112,191,0,40
112,22,0,40
112,236,0,40
112,26,0,40
112,287,0,40
112,292,0,40
112,362,0,40
112,377,0,40
112,434,0,40
112,445,0,40
112,477,0.060081,40
114,121,0,40
114,153,0,40
114,216,0,40
114,26,0,40
114,260,0,40
114,314,0.198905,40
114,33,0,40
114,354,0,40
114,388,0,40
114,491,0,40
114,71,0,40
115,0,0,40
115,102,0.855123,40
115,170,0,40
115,244,0,40
115,265,0,40
115,33,0.233159,40
115,380,0,40
115,39,0,40
115,40,0,40
115,43,0,40
116,122,0.389207,40
116,144,0,40
116,153,0,40
116,184,0.474747,40
116,185,0,40
116,201,0,40
116,243,0.078106,40
116,265,0,40
116,289,0,40
116,291,0,40
116,321,0,40
116,33,0,40
116,374,0,40
116,379,0,40
116,415,0,40
116,423,0,40
116,435,0.098103,40
116,64,0,40
116,78,0.065006,40
116,95,0,40
117,10,0,40
117,105,0,40
117,109,0.500268,40
117,153,0,40
117,17,0,40
117,195,0,40
117,229,0,40
117,260,0,40
117,281,0.297606,40
117,320,0,40
117,33,0,40
117,85,0,40
117,89,0.097384,40
118,119,0.121514,40
118,125,0.062124,40
118,180,0.069645,40
118,265,0,40
118,382,0.140196,40
118,384,0,40
118,40,0,40
119,111,0,40
119,155,0,40
119,180,0,40
119,229,0,40
119,250,0,40
119,305,0,40
119,383,0,40
119,390,0,40
119,415,0.073012,40
119,450,0,40
119,465,0,40
119,471,0,40
119,80,0.201482,40
12,65,0,40
120,255,0,40
120,320,0,40
120,363,0.072241,40
120,406,0,40
120,421,0,40
120,484,0.06427,40
120,82,0,40
121,123,0,40
121,138,0,40
121,17,0,40
121,236,0,40
121,290,0,40
121,377,0.232638,40
121,445,0,40
121,480,0,40
121,508,0,40
122,121,0,40
122,147,0,40
122,173,0,40
122,185,0,40
122,250,0,40
122,374,0,40
122,415,0,40
122,434,0,40
122,64,0,40
122,71,0,40
122,72,0,40
122,84,0,40
123,108,0,40
123,111,0,40
123,115,0,40
123,169,0,40
123,182,0,40
123,233,0,40
